Date,Stock,Market,Open,High,Low,Close,Volume,Daily_Return_%,Cumulative_Return_%,MA_7,MA_30,MA7_Signal,Trend,Volatility_Ann_%,Daily_Range_%,Volume_Change_%,Extracted_At
2026-03-18,TECHM.NS,India NSE,1346.8,1404.7,1344.3,1385.2,2969039,3.2345,-0.1082,1345.7286,1444.8767,Above,Downtrend,22.238,4.493,81.7032,2026-05-07 23:23:31
2026-03-19,TECHM.NS,India NSE,1364.1,1379.3,1331.1,1340.6,1219405,-3.2198,-3.3244,1346.3,1434.72,Below,Downtrend,31.7694,3.6211,-58.9293,2026-05-07 23:23:31
2026-03-20,TECHM.NS,India NSE,1360.7,1391.0,1355.6,1384.8,3397016,3.297,-0.137,1353.5,1426.0067,Above,Downtrend,37.0864,2.6114,178.5798,2026-05-07 23:23:31
2026-03-23,TECHM.NS,India NSE,1366.0,1414.6,1357.6,1384.0,3647386,-0.0578,-0.1947,1358.3857,1418.1433,Above,Downtrend,36.9761,4.1986,7.3703,2026-05-07 23:23:31
2026-03-24,TECHM.NS,India NSE,1414.0,1439.2,1400.0,1432.7,3988700,3.5188,3.3172,1372.6571,1411.8433,Above,Uptrend,39.1232,2.8,9.3578,2026-05-07 23:23:31
2026-03-25,TECHM.NS,India NSE,1422.4,1428.7,1393.0,1408.5,4938929,-1.6891,1.5721,1382.5143,1403.9733,Above,Uptrend,42.5075,2.5628,23.823,2026-05-07 23:23:31
2026-03-27,TECHM.NS,India NSE,1395.0,1421.0,1385.5,1391.6,2584016,-1.1999,0.3534,1389.6286,1395.88,Above,Downtrend,44.0605,2.5623,-47.6806,2026-05-07 23:23:31
2026-03-30,TECHM.NS,India NSE,1380.0,1422.0,1367.1,1384.0,3048646,-0.5461,-0.1947,1389.4571,1390.7933,Below,Downtrend,40.0612,4.0158,17.9809,2026-05-07 23:23:31
2026-04-01,TECHM.NS,India NSE,1412.6,1422.8,1395.0,1404.5,1624500,1.4812,1.2836,1398.5857,1386.4633,Above,Uptrend,33.5146,1.9928,-46.714,2026-05-07 23:23:31
2026-04-02,TECHM.NS,India NSE,1390.0,1447.0,1383.5,1441.5,2501510,2.6344,3.9518,1406.6857,1384.09,Above,Uptrend,31.5233,4.5898,53.9865,2026-05-07 23:23:31
2026-04-06,TECHM.NS,India NSE,1435.0,1464.9,1433.7,1449.5,1476736,0.555,4.5287,1416.0428,1381.6133,Above,Uptrend,31.2059,2.1762,-40.9662,2026-05-07 23:23:31
2026-04-07,TECHM.NS,India NSE,1435.0,1482.0,1431.3,1473.4,1673236,1.6488,6.2523,1421.8571,1380.5667,Above,Uptrend,25.5667,3.5422,13.3064,2026-05-07 23:23:31
2026-04-08,TECHM.NS,India NSE,1484.0,1493.0,1445.8,1451.4,2736951,-1.4931,4.6658,1427.9857,1379.6367,Above,Uptrend,24.9089,3.2646,63.5723,2026-05-07 23:23:31
2026-04-09,TECHM.NS,India NSE,1452.0,1464.0,1433.6,1461.6,1805451,0.7028,5.4013,1437.9857,1379.7933,Above,Uptrend,22.1061,2.1205,-34.0342,2026-05-07 23:23:31
2026-04-10,TECHM.NS,India NSE,1461.0,1461.0,1426.0,1440.2,2045026,-1.4642,3.8581,1446.0143,1379.77,Below,Uptrend,24.8199,2.4544,13.2695,2026-05-07 23:23:31
2026-04-13,TECHM.NS,India NSE,1425.6,1439.4,1412.9,1435.4,1285567,-0.3333,3.5119,1450.4286,1382.77,Below,Uptrend,24.4397,1.8756,-37.1369,2026-05-07 23:23:31
2026-04-15,TECHM.NS,India NSE,1455.0,1485.7,1450.0,1483.8,1678561,3.3719,7.0022,1456.4714,1386.8367,Above,Uptrend,27.571,2.4621,30.5697,2026-05-07 23:23:31
2026-04-16,TECHM.NS,India NSE,1489.8,1511.5,1479.5,1491.0,1768783,0.4852,7.5215,1462.4,1391.1433,Above,Uptrend,27.5606,2.1629,5.375,2026-05-07 23:23:31
2026-04-17,TECHM.NS,India NSE,1486.0,1522.5,1474.9,1511.4,1859402,1.3682,8.9926,1467.8286,1396.2633,Above,Uptrend,27.081,3.2273,5.1232,2026-05-07 23:23:31
2026-04-20,TECHM.NS,India NSE,1510.9,1531.3,1496.2,1504.4,1341688,-0.4631,8.4878,1475.4,1401.5633,Above,Uptrend,24.6939,2.3459,-27.843,2026-05-07 23:23:31
2026-04-21,TECHM.NS,India NSE,1501.0,1510.9,1489.0,1500.8,2001948,-0.2393,8.2282,1481.0,1406.55,Above,Uptrend,25.0516,1.4708,49.2111,2026-05-07 23:23:31
2026-04-22,TECHM.NS,India NSE,1463.4,1502.8,1404.1,1462.6,11668801,-2.5453,5.4734,1484.2,1410.86,Below,Uptrend,28.9482,7.0294,482.8723,2026-05-07 23:23:31
2026-04-23,TECHM.NS,India NSE,1470.2,1473.9,1413.9,1421.5,4101549,-2.8101,2.5096,1482.2143,1413.8533,Below,Uptrend,34.3081,4.2436,-64.8503,2026-05-07 23:23:31
2026-04-24,TECHM.NS,India NSE,1407.1,1426.7,1347.4,1358.5,3693260,-4.4319,-2.0336,1464.3143,1414.5933,Below,Downtrend,32.8806,5.8854,-9.9545,2026-05-07 23:23:31
2026-04-27,TECHM.NS,India NSE,1362.9,1400.5,1360.2,1396.1,1834277,2.7678,0.6779,1450.7571,1416.5767,Below,Downtrend,39.9784,2.9628,-50.3345,2026-05-07 23:23:31
2026-04-28,TECHM.NS,India NSE,1392.5,1413.0,1383.6,1408.1,2009200,0.8595,1.5432,1436.0,1419.0333,Below,Downtrend,38.8631,2.1249,9.5363,2026-05-07 23:23:31
2026-04-29,TECHM.NS,India NSE,1414.0,1464.0,1405.2,1459.8,3334783,3.6716,5.2715,1429.6286,1422.7,Above,Uptrend,48.0151,4.1845,65.9757,2026-05-07 23:23:31
2026-04-30,TECHM.NS,India NSE,1459.7,1482.0,1445.6,1473.5,2635309,0.9385,6.2595,1425.7286,1427.39,Above,Uptrend,48.6853,2.518,-20.9751,2026-05-07 23:23:31
2026-05-01,TECHM.NS,India NSE,1473.5,1473.5,1473.5,1473.5,0,0.0,6.2595,1427.2857,1431.8567,Above,Uptrend,45.898,0.0,-100.0,2026-05-07 23:23:31
2026-05-04,TECHM.NS,India NSE,1484.0,1492.4,1455.2,1471.6,1483759,-0.1289,6.1225,1434.4429,1436.1833,Above,Uptrend,41.2374,2.5564,inf,2026-05-07 23:23:31
2026-05-05,TECHM.NS,India NSE,1465.0,1483.8,1447.1,1452.2,711081,-1.3183,4.7234,1447.8286,1438.4167,Above,Uptrend,27.441,2.5361,-52.0757,2026-05-07 23:23:31
2026-05-06,TECHM.NS,India NSE,1467.9,1480.6,1455.4,1466.7,877900,0.9985,5.7691,1457.9143,1442.62,Above,Uptrend,24.4647,1.7315,23.4599,2026-05-07 23:23:31
2026-05-07,TECHM.NS,India NSE,1467.0,1475.9,1444.0,1448.2,1147131,-1.2613,4.435,1463.6428,1444.7333,Below,Uptrend,27.1129,2.2091,30.6676,2026-05-07 23:23:31
2025-11-07,TITAN.NS,India NSE,3766.0,3792.0,3736.0,3769.3,728998,,0.0,3769.3,3769.3,Below,Downtrend,,1.4989,,2026-05-07 23:23:34
2025-11-10,TITAN.NS,India NSE,3788.0,3815.0,3769.3,3803.0,599567,0.8941,0.8941,3786.15,3786.15,Above,Uptrend,,1.2124,-17.7546,2026-05-07 23:23:34
2025-11-11,TITAN.NS,India NSE,3810.5,3820.0,3752.1001,3812.3999,668789,0.2472,1.1434,3794.9,3794.9,Above,Uptrend,7.2614,1.8097,11.5453,2026-05-07 23:23:34
2025-11-12,TITAN.NS,India NSE,3838.0,3877.0,3804.2,3851.1001,805025,1.0151,2.1702,3808.95,3808.95,Above,Uptrend,6.5544,1.9137,20.3706,2026-05-07 23:23:34
2025-11-13,TITAN.NS,India NSE,3860.0,3867.8999,3817.0,3839.2,668623,-0.309,1.8545,3815.0,3815.0,Above,Uptrend,9.7565,1.3335,-16.9438,2026-05-07 23:23:34
2025-11-14,TITAN.NS,India NSE,3839.2,3854.7,3800.0,3829.2,575050,-0.2605,1.5892,3817.3667,3817.3667,Above,Uptrend,9.8837,1.4395,-13.9949,2026-05-07 23:23:34
2025-11-17,TITAN.NS,India NSE,3848.0,3874.3,3821.5,3868.6001,504928,1.0289,2.6344,3824.6857,3824.6857,Above,Uptrend,9.9707,1.3817,-12.1941,2026-05-07 23:23:34
2025-11-18,TITAN.NS,India NSE,3865.0,3900.0,3841.6001,3879.2,849966,0.274,2.9157,3840.3857,3831.5,Above,Uptrend,9.1537,1.5202,68.3341,2026-05-07 23:23:34
2025-11-19,TITAN.NS,India NSE,3882.8999,3940.5,3862.3999,3933.1001,1578123,1.3895,4.3456,3858.9714,3842.7889,Above,Uptrend,10.6138,2.0221,85.669,2026-05-07 23:23:34
2025-11-20,TITAN.NS,India NSE,3950.0,3956.0,3895.0,3902.3999,762391,-0.7806,3.5312,3871.8286,3848.75,Above,Uptrend,13.08,1.5661,-51.69,2026-05-07 23:23:34
2025-11-21,TITAN.NS,India NSE,3901.0,3925.0,3882.1001,3904.2,383311,0.0461,3.5789,3879.4143,3853.7909,Above,Uptrend,12.2342,1.1051,-49.7225,2026-05-07 23:23:34
2025-11-24,TITAN.NS,India NSE,3915.5,3937.2,3865.0,3874.3,1258036,-0.7658,2.7857,3884.4286,3855.5,Below,Uptrend,13.2913,1.868,228.2024,2026-05-07 23:23:34
2025-11-25,TITAN.NS,India NSE,3874.3999,3908.3999,3845.0,3855.1001,680366,-0.4956,2.2763,3888.1286,3855.4692,Below,Downtrend,13.6536,1.6489,-45.9184,2026-05-07 23:23:34
2025-11-26,TITAN.NS,India NSE,3845.0,3914.5,3843.5,3897.7,364592,1.105,3.4065,3892.2857,3858.4857,Above,Uptrend,13.8769,1.8473,-46.4124,2026-05-07 23:23:34
2025-11-27,TITAN.NS,India NSE,3900.6001,3927.0,3875.1001,3903.3,542241,0.1437,3.555,3895.7286,3861.4733,Above,Uptrend,13.8344,1.3393,48.7254,2026-05-07 23:23:34
2025-11-28,TITAN.NS,India NSE,3906.2,3934.8999,3896.5,3907.7,574817,0.1127,3.6718,3892.1,3864.3625,Above,Uptrend,10.5308,0.9855,6.0077,2026-05-07 23:23:34
2025-12-01,TITAN.NS,India NSE,3907.7,3910.7,3861.3,3894.8999,603073,-0.3276,3.3322,3891.0286,3866.1588,Above,Uptrend,9.5934,1.2794,4.9157,2026-05-07 23:23:34
2025-12-02,TITAN.NS,India NSE,3875.0,3899.6001,3867.5,3885.8,661018,-0.2336,3.0908,3888.4,3867.25,Below,Uptrend,9.6518,0.83,9.6083,2026-05-07 23:23:34
2025-12-03,TITAN.NS,India NSE,3870.0,3880.0,3785.8999,3817.8,770638,-1.75,1.2867,3880.3286,3864.6474,Below,Downtrend,13.634,2.4855,16.5835,2026-05-07 23:23:34
2025-12-04,TITAN.NS,India NSE,3805.0,3830.0,3778.0,3800.3999,776693,-0.4558,0.8251,3872.5143,3861.435,Below,Downtrend,13.6006,1.3764,0.7857,2026-05-07 23:23:34
2025-12-05,TITAN.NS,India NSE,3777.0,3828.0,3777.0,3813.3,508448,0.3394,1.1673,3860.4571,3859.1429,Below,Downtrend,11.0499,1.3503,-34.5368,2026-05-07 23:23:34
2025-12-08,TITAN.NS,India NSE,3796.3,3825.0,3758.1001,3767.0,545864,-1.2142,-0.061,3840.9857,3854.9545,Below,Downtrend,11.6924,1.7802,7.3589,2026-05-07 23:23:34
2025-12-09,TITAN.NS,India NSE,3775.0,3874.0,3751.0,3849.0,1121068,2.1768,2.1144,3832.6,3854.6957,Above,Downtrend,19.9258,3.2791,105.375,2026-05-07 23:23:34
2025-12-10,TITAN.NS,India NSE,3831.0,3858.2,3825.6001,3845.7,616248,-0.0857,2.0269,3825.5714,3854.3208,Above,Downtrend,19.9184,0.8522,-45.0303,2026-05-07 23:23:34
2025-12-11,TITAN.NS,India NSE,3830.3999,3855.8,3777.0,3844.8,669180,-0.0234,2.003,3819.7143,3853.94,Above,Downtrend,19.9322,2.0863,8.5894,2026-05-07 23:23:34
2025-12-12,TITAN.NS,India NSE,3844.8,3894.8,3831.8999,3880.2,547866,0.9207,2.9422,3828.6286,3854.95,Above,Uptrend,17.1447,1.6415,-18.1288,2026-05-07 23:23:34
2025-12-15,TITAN.NS,India NSE,3861.3,3876.3999,3850.0,3866.2,332337,-0.3608,2.5708,3838.0286,3855.3667,Above,Uptrend,16.9924,0.6857,-39.3397,2026-05-07 23:23:34
2025-12-16,TITAN.NS,India NSE,3850.0,3937.5,3828.0,3929.5,1560827,1.6373,4.2501,3854.6286,3858.0143,Above,Uptrend,18.9495,2.8605,369.6519,2026-05-07 23:23:34
2025-12-17,TITAN.NS,India NSE,3930.0,3935.7,3890.0,3907.8999,601010,-0.5497,3.6771,3874.7571,3859.7345,Above,Uptrend,16.8191,1.1748,-61.4941,2026-05-07 23:23:34
2025-12-18,TITAN.NS,India NSE,3900.0,3924.0,3890.1001,3919.3,516547,0.2917,3.9795,3884.8,3861.72,Above,Uptrend,12.254,0.8714,-14.0535,2026-05-07 23:23:34
2025-12-19,TITAN.NS,India NSE,3919.0,3961.8999,3913.0,3930.1001,730780,0.2756,4.266,3896.8571,3867.08,Above,Uptrend,12.0135,1.2497,41.4741,2026-05-07 23:23:34
2025-12-22,TITAN.NS,India NSE,3940.0,3950.8,3917.1001,3933.8,569521,0.0941,4.3642,3909.5714,3871.44,Above,Uptrend,11.8953,0.8603,-22.0667,2026-05-07 23:23:34
2025-12-23,TITAN.NS,India NSE,3933.8,3956.3,3916.3999,3925.8,445656,-0.2034,4.152,3916.0857,3875.22,Above,Uptrend,11.454,1.0188,-21.749,2026-05-07 23:23:34
2025-12-24,TITAN.NS,India NSE,3925.8,3935.0,3900.0,3909.3,399227,-0.4203,3.7142,3922.2429,3877.16,Below,Uptrend,11.5746,0.8974,-10.4181,2026-05-07 23:23:34
2025-12-26,TITAN.NS,India NSE,3908.8999,4006.8999,3900.0,3992.0,1113050,2.1155,5.9083,3931.1715,3882.2533,Above,Uptrend,14.1955,2.741,178.8013,2026-05-07 23:23:34
2025-12-29,TITAN.NS,India NSE,4010.0,4031.7,3978.0,3983.7,1242846,-0.2079,5.6881,3942.0,3887.4033,Above,Uptrend,13.5411,1.3499,11.6613,2026-05-07 23:23:34
2025-12-30,TITAN.NS,India NSE,3982.0,3993.5,3954.1001,3974.1001,1169570,-0.241,5.4334,3949.8286,3890.92,Above,Uptrend,13.8909,0.9964,-5.8958,2026-05-07 23:23:34
2025-12-31,TITAN.NS,India NSE,3984.0,4061.8999,3975.1001,4051.5,1358731,1.9476,7.4868,3967.1715,3896.6633,Above,Uptrend,17.4346,2.1836,16.1736,2026-05-07 23:23:34
2026-01-01,TITAN.NS,India NSE,4063.7,4068.0,4035.7,4049.3,444679,-0.0543,7.4284,3983.6715,3900.5367,Above,Uptrend,17.5806,0.8004,-67.2725,2026-05-07 23:23:34
2026-01-02,TITAN.NS,India NSE,4039.0,4060.0,3986.2,4051.7,659997,0.0593,7.4921,4001.6572,3905.5133,Above,Uptrend,17.2575,1.8514,48.421,2026-05-07 23:23:34
2026-01-05,TITAN.NS,India NSE,4051.7,4094.0,4046.0,4079.7,629273,0.6911,8.2349,4026.0,3911.3633,Above,Uptrend,16.1366,1.1864,-4.6552,2026-05-07 23:23:34
2026-01-06,TITAN.NS,India NSE,4079.7,4120.5,4068.5,4111.7998,820331,0.7868,9.0866,4043.1143,3919.28,Above,Uptrend,12.5124,1.2781,30.3617,2026-05-07 23:23:34
2026-01-07,TITAN.NS,India NSE,4225.0,4312.1001,4202.0,4273.2002,3496340,3.9253,13.3685,4084.4714,3933.2167,Above,Uptrend,23.484,2.6202,326.2109,2026-05-07 23:23:34
2026-01-08,TITAN.NS,India NSE,4273.2002,4303.2002,4239.0,4249.0,1055725,-0.5663,12.7265,4123.7429,3944.9267,Above,Uptrend,24.2831,1.5145,-69.8049,2026-05-07 23:23:34
2026-01-09,TITAN.NS,India NSE,4231.0,4279.0,4183.1001,4201.7998,883117,-1.1109,11.4743,4145.2143,3954.8767,Above,Uptrend,25.9854,2.2926,-16.3497,2026-05-07 23:23:34
2026-01-12,TITAN.NS,India NSE,4205.0,4242.0,4145.0,4231.6001,514767,0.7092,12.2649,4171.2571,3965.6733,Above,Uptrend,25.6625,2.3402,-41.7102,2026-05-07 23:23:34
2026-01-13,TITAN.NS,India NSE,4231.6001,4267.6001,4210.0,4239.2002,770707,0.1796,12.4665,4198.0429,3977.15,Above,Uptrend,25.5576,1.3682,49.7196,2026-05-07 23:23:34
2026-01-14,TITAN.NS,India NSE,4241.8999,4283.0,4211.0,4221.5,998692,-0.4175,11.9969,4218.3,3988.34,Above,Uptrend,26.3529,1.7098,29.5813,2026-05-07 23:23:34
2026-01-15,TITAN.NS,India NSE,4221.5,4221.5,4221.5,4221.5,0,0.0,11.9969,4233.9715,4001.7967,Below,Uptrend,26.4171,0.0,-100.0,2026-05-07 23:23:34
2026-01-16,TITAN.NS,India NSE,4221.5,4236.3999,4181.1001,4196.8999,686949,-0.5827,11.3443,4223.0714,4015.0133,Below,Uptrend,9.4957,1.3226,inf,2026-05-07 23:23:34
2026-01-19,TITAN.NS,India NSE,4165.7002,4207.3999,4129.1001,4144.1001,365905,-1.2581,9.9435,4208.0857,4026.04,Below,Uptrend,11.2007,1.8963,-46.7348,2026-05-07 23:23:34
2026-01-20,TITAN.NS,India NSE,4155.0,4155.0,4064.3,4075.5,586156,-1.6554,8.1235,4190.0429,4036.3233,Below,Uptrend,13.0664,2.2316,60.1935,2026-05-07 23:23:34
2026-01-21,TITAN.NS,India NSE,4075.5,4109.8999,4053.5,4079.2,552760,0.0908,8.2217,4168.2714,4043.9967,Below,Uptrend,11.1896,1.3914,-5.6975,2026-05-07 23:23:34
2026-01-22,TITAN.NS,India NSE,4099.0,4128.0,3980.8,4018.6001,818966,-1.4856,6.614,4136.7571,4049.76,Below,Downtrend,11.2742,3.6977,48.1594,2026-05-07 23:23:34
2026-01-23,TITAN.NS,India NSE,4025.1001,4063.3,3980.0,4021.8,1015415,0.0796,6.6989,4108.2286,4055.66,Below,Downtrend,12.2572,2.093,23.9874,2026-05-07 23:23:34
2026-01-27,TITAN.NS,India NSE,4021.8,4040.0,3955.0,3997.0,1760501,-0.6166,6.0409,4076.1572,4059.5533,Below,Downtrend,11.328,2.1492,73.3775,2026-05-07 23:23:34
2026-01-28,TITAN.NS,India NSE,4002.0,4025.8,3964.8999,3975.2,809022,-0.5454,5.4626,4044.4857,4063.1867,Below,Downtrend,11.3569,1.536,-54.0459,2026-05-07 23:23:34
2026-01-29,TITAN.NS,India NSE,3960.8,3968.6001,3843.1001,3939.7,1145612,-0.893,4.5207,4015.2857,4063.5267,Below,Downtrend,10.9001,3.2656,41.6046,2026-05-07 23:23:34
2026-01-30,TITAN.NS,India NSE,3945.0,3995.0,3909.8,3977.3999,1427639,0.9569,5.5209,4001.2714,4065.8433,Below,Downtrend,12.6007,2.1791,24.618,2026-05-07 23:23:34
2026-02-02,TITAN.NS,India NSE,4000.0,4000.0,3893.3,3953.2,1273196,-0.6084,4.8789,3983.2714,4066.9733,Below,Downtrend,12.28,2.7406,-10.8181,2026-05-07 23:23:34
2026-02-03,TITAN.NS,India NSE,4143.0,4143.0,4044.1001,4068.6001,1043274,2.9192,7.9405,3990.4143,4071.59,Above,Downtrend,21.5434,2.4455,-18.0586,2026-05-07 23:23:34
2026-02-04,TITAN.NS,India NSE,4087.0,4160.0,4066.2,4144.0,917279,1.8532,9.9408,4007.8714,4078.5967,Above,Uptrend,23.7007,2.3068,-12.0769,2026-05-07 23:23:34
2026-02-05,TITAN.NS,India NSE,4152.2998,4152.2998,4063.1001,4097.6001,693637,-1.1197,8.7098,4022.2429,4084.3233,Above,Uptrend,24.8072,2.1954,-24.381,2026-05-07 23:23:34
2026-02-06,TITAN.NS,India NSE,4097.6001,4154.0,4065.3,4141.0,888701,1.0592,9.8612,4045.9286,4092.0467,Above,Uptrend,24.1914,2.1819,28.1219,2026-05-07 23:23:34
2026-02-09,TITAN.NS,India NSE,4200.2002,4269.3999,4155.0,4257.7998,1092387,2.8206,12.96,4091.3714,4100.9067,Above,Uptrend,24.8478,2.7533,22.9195,2026-05-07 23:23:34
2026-02-10,TITAN.NS,India NSE,4300.0,4329.6001,4239.6001,4269.1001,1713633,0.2654,13.2598,4133.0429,4110.42,Above,Uptrend,25.3858,2.1228,56.8705,2026-05-07 23:23:34
2026-02-11,TITAN.NS,India NSE,4350.0,4378.3999,4208.0,4249.1001,3342226,-0.4685,12.7292,4175.3143,4119.5867,Above,Uptrend,25.0183,4.0494,95.0374,2026-05-07 23:23:34
2026-02-12,TITAN.NS,India NSE,4232.3999,4286.3999,4182.2998,4275.7998,998509,0.6284,13.4375,4204.9143,4127.0633,Above,Uptrend,21.3211,2.4891,-70.1244,2026-05-07 23:23:34
2026-02-13,TITAN.NS,India NSE,4267.2998,4271.7998,4164.7998,4179.2002,524758,-2.2592,10.8747,4209.9429,4131.3933,Below,Uptrend,25.9209,2.5692,-47.4458,2026-05-07 23:23:34
2026-02-16,TITAN.NS,India NSE,4155.0,4196.0,4128.7998,4181.1001,500349,0.0455,10.9251,4221.8714,4135.7067,Below,Uptrend,24.4587,1.6276,-4.6515,2026-05-07 23:23:34
2026-02-17,TITAN.NS,India NSE,4167.1001,4244.8999,4155.0,4236.3999,464123,1.3226,12.3922,4235.5,4140.93,Above,Uptrend,24.8507,2.1637,-7.2401,2026-05-07 23:23:34
2026-02-18,TITAN.NS,India NSE,4251.0,4257.8999,4214.2998,4248.6001,387328,0.288,12.7159,4234.1858,4145.49,Above,Uptrend,17.888,1.0346,-16.5463,2026-05-07 23:23:34
2026-02-19,TITAN.NS,India NSE,4225.0,4261.0,4191.0,4198.2002,406232,-1.1863,11.3788,4224.0572,4142.99,Below,Uptrend,18.9838,1.6702,4.8806,2026-05-07 23:23:34
2026-02-20,TITAN.NS,India NSE,4200.5,4252.1001,4200.2002,4236.3999,532169,0.9099,12.3922,4222.2429,4142.57,Above,Uptrend,20.0373,1.2357,31.0013,2026-05-07 23:23:34
2026-02-23,TITAN.NS,India NSE,4270.0,4280.0,4240.1001,4272.7002,516387,0.8569,13.3553,4221.8001,4144.9334,Above,Uptrend,20.3991,0.941,-2.9656,2026-05-07 23:23:34
2026-02-24,TITAN.NS,India NSE,4240.3999,4300.0,4235.0,4294.5,491126,0.5102,13.9336,4238.2715,4147.03,Above,Uptrend,12.9391,1.5348,-4.8919,2026-05-07 23:23:34
2026-02-25,TITAN.NS,India NSE,4304.0,4349.0,4289.7998,4325.0,586295,0.7102,14.7428,4258.8286,4149.89,Above,Uptrend,12.8045,1.38,19.3777,2026-05-07 23:23:34
2026-02-26,TITAN.NS,India NSE,4330.0,4352.2002,4307.0,4342.6001,520985,0.4069,15.2097,4274.0001,4153.9267,Above,Uptrend,11.3972,1.0495,-11.1394,2026-05-07 23:23:34
2026-02-27,TITAN.NS,India NSE,4341.6001,4352.0,4311.7998,4327.5,1146258,-0.3477,14.8091,4285.2715,4157.46,Above,Uptrend,12.1698,0.9323,120.0175,2026-05-07 23:23:34
2026-03-02,TITAN.NS,India NSE,4288.7998,4330.0,4193.0,4270.2998,770589,-1.3218,13.2916,4295.5714,4159.9067,Below,Uptrend,12.8567,3.2674,-32.7735,2026-05-07 23:23:34
2026-03-04,TITAN.NS,India NSE,4205.0,4238.2998,4083.5,4204.3999,1024050,-1.5432,11.5433,4291.0,4161.9167,Below,Uptrend,15.6591,3.7909,32.8919,2026-05-07 23:23:34
2026-03-05,TITAN.NS,India NSE,4238.0,4302.5,4173.2002,4275.2002,691367,1.684,13.4216,4291.3571,4168.5733,Below,Uptrend,18.3465,3.0983,-32.487,2026-05-07 23:23:34
2026-03-06,TITAN.NS,India NSE,4250.0,4302.0,4227.0,4244.6001,580562,-0.7158,12.6098,4284.2286,4174.0867,Below,Uptrend,18.4286,1.7743,-16.0269,2026-05-07 23:23:34
2026-03-09,TITAN.NS,India NSE,4160.0,4199.7002,4112.7002,4159.2002,576017,-2.012,10.3441,4260.5429,4178.7734,Below,Downtrend,20.1781,2.1154,-0.7829,2026-05-07 23:23:34
2026-03-10,TITAN.NS,India NSE,4175.1001,4242.8999,4175.1001,4220.1001,788850,1.4642,11.9598,4243.0429,4185.3834,Below,Uptrend,23.0733,1.6239,36.9491,2026-05-07 23:23:34
2026-03-11,TITAN.NS,India NSE,4192.0,4234.8999,4126.2002,4140.2998,454575,-1.891,9.8427,4216.3,4190.16,Below,Downtrend,24.7282,2.6344,-42.375,2026-05-07 23:23:34
2026-03-12,TITAN.NS,India NSE,4100.0,4179.0,4033.8,4129.6001,1071366,-0.2584,9.5588,4196.2001,4195.3067,Below,Downtrend,24.2785,3.5996,135.6852,2026-05-07 23:23:34
2026-03-13,TITAN.NS,India NSE,4091.0,4147.2002,4046.0,4073.2,868825,-1.3658,8.0625,4177.4572,4199.7567,Below,Downtrend,23.9696,2.5012,-18.9049,2026-05-07 23:23:34
2026-03-16,TITAN.NS,India NSE,4057.0,4125.0,4002.2,4090.8,1013667,0.4321,8.5294,4151.1143,4203.5367,Below,Downtrend,20.184,3.0683,16.671,2026-05-07 23:23:34
2026-03-17,TITAN.NS,India NSE,4090.5,4110.0,4036.5,4090.5,1126905,-0.0073,8.5215,4129.1,4208.1134,Below,Downtrend,20.4894,1.8209,11.1711,2026-05-07 23:23:34
2026-03-18,TITAN.NS,India NSE,4083.7,4174.7998,4077.8,4145.5,751307,1.3446,9.9806,4127.1429,4210.6767,Above,Downtrend,20.1165,2.3787,-33.3301,2026-05-07 23:23:34
2026-03-19,TITAN.NS,India NSE,4104.3999,4138.1001,4017.8999,4037.8999,567278,-2.5956,7.126,4101.1143,4207.14,Below,Downtrend,22.0221,2.9916,-24.4945,2026-05-07 23:23:34
2026-03-20,TITAN.NS,India NSE,4046.8999,4149.8999,4040.8999,4106.6001,1019586,1.7014,8.9486,4096.3,4207.44,Above,Downtrend,23.7927,2.6974,79.733,2026-05-07 23:23:34
2026-03-23,TITAN.NS,India NSE,4056.6001,4059.0,3825.0,3853.1001,1533645,-6.173,2.2232,4056.8,4197.8434,Below,Downtrend,43.5967,6.1176,50.4184,2026-05-07 23:23:34
2026-03-24,TITAN.NS,India NSE,3950.3,3985.0,3843.0,3899.5,1300547,1.2042,3.4542,4031.9857,4185.9,Below,Downtrend,45.2671,3.695,-15.199,2026-05-07 23:23:34
2026-03-25,TITAN.NS,India NSE,3950.0,4097.0,3940.5,4039.3,1306823,3.5851,7.1631,4024.6286,4178.24,Above,Downtrend,51.7332,3.9716,0.4826,2026-05-07 23:23:34
2026-03-27,TITAN.NS,India NSE,4000.0,4032.8,3972.0,3981.5,1040658,-1.4309,5.6297,4009.0572,4169.32,Below,Downtrend,52.2886,1.5307,-20.3673,2026-05-07 23:23:34
2026-03-30,TITAN.NS,India NSE,3942.0,4007.3999,3914.1001,3951.3999,1488223,-0.756,4.8311,3981.3286,4158.5067,Below,Downtrend,50.9519,2.3837,43.0079,2026-05-07 23:23:34
2026-04-01,TITAN.NS,India NSE,4000.0,4100.0,4000.0,4065.5,781974,2.8876,7.8582,3985.2714,4154.7167,Above,Downtrend,52.6947,2.5,-47.4559,2026-05-07 23:23:34
2026-04-02,TITAN.NS,India NSE,3996.0,4109.1001,3944.7,4097.2002,1614868,0.7797,8.6992,3983.9286,4151.92,Above,Downtrend,51.8349,4.1676,106.5117,2026-05-07 23:23:34
2026-04-06,TITAN.NS,India NSE,4105.0,4257.8999,4105.0,4246.1001,1678285,3.6342,12.6496,4040.0715,4152.2434,Above,Uptrend,32.4446,3.7247,3.9271,2026-05-07 23:23:34
